t,u,rf
341.899999999994,0.0,-0.056
341.949999999994,0.0,-0.057
341.999999999994,0.0,-0.055
342.049999999994,0.0,-0.056
342.099999999994,0.0,-0.057
342.149999999994,0.0,-0.055
342.199999999994,0.0,-0.054
342.249999999993,0.0,-0.056
342.299999999993,0.0,-0.055
342.349999999993,0.0,-0.054
342.399999999993,0.0,-0.055
342.449999999993,0.0,-0.054
342.499999999993,0.0,-0.056
342.549999999993,0.0,-0.054
342.599999999993,0.0,-0.056
342.649999999993,0.0,-0.055
342.699999999993,0.0,-0.054
342.749999999993,0.0,-0.058
342.799999999993,0.0,-0.055
342.849999999993,0.0,-0.057
342.899999999993,0.0,-0.056
342.949999999993,0.0,-0.056
342.999999999993,0.0,-0.053
343.049999999993,0.0,-0.055
343.099999999993,0.0,-0.055
343.149999999993,0.0,-0.057
343.199999999993,0.0,-0.056
343.249999999993,0.0,-0.056
343.299999999993,0.0,-0.056
343.349999999993,0.0,-0.057
343.399999999992,0.0,-0.056
343.449999999992,0.0,-0.055
343.499999999992,0.0,-0.055
343.549999999992,0.0,-0.056
343.599999999992,0.0,-0.055
343.649999999992,0.0,-0.057
343.699999999992,0.0,-0.055
343.749999999992,0.0,-0.057
343.799999999992,0.0,-0.055
343.849999999992,0.0,-0.054
343.899999999992,0.0,-0.056
343.949999999992,0.0,-0.057
343.999999999992,0.0,-0.054
344.049999999992,0.0,-0.055
344.099999999992,0.0,-0.054
344.149999999992,0.0,-0.057
344.199999999992,0.0,-0.055
344.249999999992,0.0,-0.056
344.299999999992,0.0,-0.054
344.349999999992,0.0,-0.058
344.399999999992,0.0,-0.058
344.449999999992,0.0,-0.057
344.499999999991,0.0,-0.058
344.549999999991,0.0,-0.058
344.599999999991,0.0,-0.058
344.649999999991,0.0,-0.058
344.699999999991,0.0,-0.056
344.749999999991,0.0,-0.057
344.799999999991,0.0,-0.058
344.849999999991,0.0,-0.055
344.899999999991,0.0,-0.056
344.949999999991,0.0,-0.058
344.999999999991,0.0,-0.057
345.049999999991,0.0,-0.058
345.099999999991,0.0,-0.058
345.149999999991,0.0,-0.059
345.199999999991,0.0,-0.057
345.249999999991,0.0,-0.056
345.299999999991,0.0,-0.056
345.349999999991,0.0,-0.058
345.399999999991,0.0,-0.057
345.449999999991,0.0,-0.057
345.499999999991,0.0,-0.057
345.549999999991,0.0,-0.057
345.59999999999,0.0,-0.057
345.64999999999,0.0,-0.056
345.69999999999,0.0,-0.055
345.74999999999,0.0,-0.059
345.79999999999,0.0,-0.056
345.84999999999,0.0,-0.057
345.89999999999,0.0,-0.055
345.94999999999,0.0,-0.057
345.99999999999,0.0,-0.058
346.04999999999,0.0,-0.057
346.09999999999,0.0,-0.055
346.14999999999,0.0,-0.058
346.19999999999,0.0,-0.058
346.24999999999,0.0,-0.057
346.29999999999,0.0,-0.056
346.34999999999,0.0,-0.058
346.39999999999,0.0,-0.057
346.44999999999,0.0,-0.058
346.49999999999,0.0,-0.055
346.54999999999,0.0,-0.057
346.59999999999,0.0,-0.059
346.649999999989,0.0,-0.056
346.699999999989,0.0,-0.056
346.749999999989,0.0,-0.057
346.799999999989,0.0,-0.056
346.849999999989,0.0,-0.054
346.899999999989,0.0,-0.056
346.949999999989,0.0,-0.056
346.999999999989,0.0,-0.055
347.049999999989,0.0,-0.055
347.099999999989,0.0,-0.053
347.149999999989,0.0,-0.055
347.199999999989,0.0,-0.057
347.249999999989,0.0,-0.055
347.299999999989,0.0,-0.056
347.349999999989,0.0,-0.057
